,total_guests,temp,precip_sum,precip_hours,day,month,year,arrival_date,holiday_flag,is_weekend,is_weekday,yesterday,last_7_days,last_28_days
495,75,8.1,0.2,1.0,7,11,2016,2016-11-07,0,0,0,61.0,107.42857142857143,118.17857142857143
496,83,9.7,0.0,0.0,8,11,2016,2016-11-08,0,0,1,75.0,100.0,118.53571428571429
497,53,13.5,0.4,2.0,9,11,2016,2016-11-09,0,0,1,83.0,97.42857142857143,117.5
498,103,12.8,0.0,0.0,10,11,2016,2016-11-10,0,0,1,53.0,93.57142857142857,113.46428571428571
499,79,14.0,0.0,0.0,11,11,2016,2016-11-11,0,1,0,103.0,92.0,115.71428571428571
500,114,15.3,6.9,5.0,12,11,2016,2016-11-12,0,1,0,79.0,88.28571428571429,117.10714285714286
501,60,15.2,4.4,3.0,13,11,2016,2016-11-13,0,1,0,114.0,81.14285714285714,117.96428571428571
502,89,13.7,0.0,0.0,14,11,2016,2016-11-14,0,0,0,60.0,81.0,113.82142857142857
503,64,10.7,0.0,0.0,15,11,2016,2016-11-15,0,0,1,89.0,83.0,113.60714285714286
504,51,11.3,0.0,0.0,16,11,2016,2016-11-16,0,0,1,64.0,80.28571428571429,111.03571428571429
505,116,12.1,0.0,0.0,17,11,2016,2016-11-17,0,0,1,51.0,80.0,109.53571428571429
506,120,13.4,0.0,0.0,18,11,2016,2016-11-18,0,1,0,116.0,81.85714285714286,106.53571428571429
507,97,12.1,0.3,1.0,19,11,2016,2016-11-19,0,1,0,120.0,87.71428571428571,106.35714285714286
508,36,13.9,22.3,21.0,20,11,2016,2016-11-20,0,1,0,97.0,85.28571428571429,102.39285714285714
509,69,10.5,10.2,15.0,21,11,2016,2016-11-21,0,0,0,36.0,81.85714285714286,99.75
510,33,7.8,0.1,1.0,22,11,2016,2016-11-22,0,0,1,69.0,79.0,97.92857142857143
511,46,6.7,0.1,1.0,23,11,2016,2016-11-23,0,0,1,33.0,74.57142857142857,96.17857142857143
512,60,7.9,3.0,9.0,24,11,2016,2016-11-24,0,0,1,46.0,73.85714285714286,93.57142857142857
513,90,9.2,10.8,11.0,25,11,2016,2016-11-25,0,1,0,60.0,65.85714285714286,91.07142857142857
514,130,10.0,6.8,13.0,26,11,2016,2016-11-26,0,1,0,90.0,61.57142857142857,89.25
515,30,9.3,0.0,0.0,27,11,2016,2016-11-27,0,1,0,130.0,66.28571428571429,87.46428571428571
516,46,11.2,0.0,0.0,28,11,2016,2016-11-28,0,0,0,30.0,65.42857142857143,83.92857142857143
517,69,10.9,0.7,3.0,29,11,2016,2016-11-29,0,0,1,46.0,62.142857142857146,81.03571428571429
518,35,11.8,4.2,11.0,30,11,2016,2016-11-30,0,0,1,69.0,67.28571428571429,79.89285714285714
519,84,12.6,6.2,16.0,1,12,2016,2016-12-01,0,0,1,35.0,65.71428571428571,78.28571428571429
520,111,12.1,1.3,3.0,2,12,2016,2016-12-02,0,1,0,84.0,69.14285714285714,77.21428571428571
521,197,12.6,17.1,21.0,3,12,2016,2016-12-03,0,1,0,111.0,72.14285714285714,77.42857142857143
522,30,12.5,0.9,7.0,4,12,2016,2016-12-04,0,1,0,197.0,81.71428571428571,78.60714285714286
523,111,14.3,0.0,0.0,5,12,2016,2016-12-05,0,0,0,30.0,81.71428571428571,77.5
524,42,13.5,0.0,0.0,6,12,2016,2016-12-06,0,0,1,111.0,91.0,78.78571428571429
525,53,13.4,0.0,0.0,7,12,2016,2016-12-07,0,0,1,42.0,87.14285714285714,77.32142857142857
526,146,11.9,0.0,0.0,8,12,2016,2016-12-08,0,0,1,53.0,89.71428571428571,77.32142857142857
527,35,11.9,0.0,0.0,9,12,2016,2016-12-09,0,1,0,146.0,98.57142857142857,78.85714285714286
528,79,13.6,0.0,0.0,10,12,2016,2016-12-10,0,1,0,35.0,87.71428571428571,77.28571428571429
529,29,13.4,0.0,0.0,11,12,2016,2016-12-11,0,1,0,79.0,70.85714285714286,76.03571428571429
530,46,11.1,0.0,0.0,12,12,2016,2016-12-12,0,0,0,29.0,70.71428571428571,74.92857142857143
531,41,11.2,0.1,1.0,13,12,2016,2016-12-13,0,0,1,46.0,61.42857142857143,73.39285714285714
532,40,9.7,7.9,9.0,14,12,2016,2016-12-14,0,0,1,41.0,61.285714285714285,72.57142857142857
533,54,9.3,10.7,5.0,15,12,2016,2016-12-15,0,0,1,40.0,59.42857142857143,72.17857142857143
534,73,5.2,7.0,19.0,16,12,2016,2016-12-16,0,1,0,54.0,46.285714285714285,69.96428571428571
535,113,7.6,0.0,0.0,17,12,2016,2016-12-17,0,1,0,73.0,51.714285714285715,68.28571428571429
536,37,7.9,0.0,0.0,18,12,2016,2016-12-18,0,1,0,113.0,56.57142857142857,68.85714285714286
537,69,7.2,0.0,0.0,19,12,2016,2016-12-19,1,0,0,37.0,57.714285714285715,68.89285714285714
538,65,7.2,0.0,0.0,20,12,2016,2016-12-20,1,0,1,69.0,61.0,68.89285714285714
539,58,7.7,0.0,0.0,21,12,2016,2016-12-21,1,0,1,65.0,64.42857142857143,70.03571428571429
540,89,9.5,0.0,0.0,22,12,2016,2016-12-22,1,0,1,58.0,67.0,70.46428571428571
541,122,9.1,0.0,0.0,23,12,2016,2016-12-23,1,1,0,89.0,72.0,71.5
542,127,8.9,0.0,0.0,24,12,2016,2016-12-24,1,1,0,122.0,79.0,72.64285714285714
543,48,9.1,0.0,0.0,25,12,2016,2016-12-25,1,1,0,127.0,81.0,72.53571428571429
544,103,8.6,0.0,0.0,26,12,2016,2016-12-26,1,0,0,48.0,82.57142857142857,73.17857142857143
545,70,8.1,0.0,0.0,27,12,2016,2016-12-27,1,0,1,103.0,87.42857142857143,75.21428571428571
546,60,8.7,0.0,0.0,28,12,2016,2016-12-28,1,0,1,70.0,88.14285714285714,75.25
547,65,8.6,0.0,0.0,29,12,2016,2016-12-29,1,0,1,60.0,88.42857142857143,76.14285714285714
548,267,8.8,0.0,0.0,30,12,2016,2016-12-30,1,1,0,65.0,85.0,75.46428571428571
549,65,7.9,0.0,0.0,31,12,2016,2016-12-31,1,1,0,267.0,105.71428571428571,81.03571428571429
550,47,7.2,0.2,2.0,1,1,2017,2017-01-01,1,1,0,65.0,96.85714285714286,76.32142857142857
551,107,8.7,28.6,20.0,2,1,2017,2017-01-02,1,0,0,47.0,96.71428571428571,76.92857142857143
552,60,13.2,4.2,14.0,3,1,2017,2017-01-03,0,0,1,107.0,97.28571428571429,76.78571428571429
553,59,13.5,0.5,3.0,4,1,2017,2017-01-04,0,0,1,60.0,95.85714285714286,77.42857142857143
554,59,11.4,0.0,0.0,5,1,2017,2017-01-05,0,0,1,59.0,95.71428571428571,77.64285714285714
555,93,9.2,0.0,0.0,6,1,2017,2017-01-06,0,1,0,59.0,94.85714285714286,74.53571428571429
556,76,8.3,0.0,0.0,7,1,2017,2017-01-07,0,1,0,93.0,70.0,76.60714285714286
557,53,6.6,0.0,0.0,8,1,2017,2017-01-08,0,1,0,76.0,71.57142857142857,76.5
558,53,6.5,0.0,0.0,9,1,2017,2017-01-09,0,0,0,53.0,72.42857142857143,77.35714285714286
559,55,7.9,0.0,0.0,10,1,2017,2017-01-10,0,0,1,53.0,64.71428571428571,77.60714285714286
560,38,9.9,0.0,0.0,11,1,2017,2017-01-11,0,0,1,55.0,64.0,78.10714285714286
561,64,10.3,0.0,0.0,12,1,2017,2017-01-12,0,0,1,38.0,61.0,78.03571428571429
562,39,6.7,0.0,0.0,13,1,2017,2017-01-13,0,1,0,64.0,61.714285714285715,78.39285714285714
563,131,4.1,0.0,0.0,14,1,2017,2017-01-14,0,1,0,39.0,54.0,77.17857142857143
564,33,4.7,0.0,0.0,15,1,2017,2017-01-15,0,1,0,131.0,61.857142857142854,77.82142857142857
565,140,6.2,0.0,0.0,16,1,2017,2017-01-16,0,0,0,33.0,59.0,77.67857142857143
566,47,7.3,0.0,0.0,17,1,2017,2017-01-17,0,0,1,140.0,71.42857142857143,80.21428571428571
567,42,1.8,0.0,0.0,18,1,2017,2017-01-18,0,0,1,47.0,70.28571428571429,79.57142857142857
568,100,0.8,0.0,0.0,19,1,2017,2017-01-19,0,0,1,42.0,70.85714285714286,79.0
569,47,3.5,0.0,0.0,20,1,2017,2017-01-20,0,1,0,100.0,76.0,79.39285714285714
570,82,5.4,0.0,0.0,21,1,2017,2017-01-21,0,1,0,47.0,77.14285714285714,76.71428571428571
571,46,6.2,0.0,0.0,22,1,2017,2017-01-22,0,1,0,82.0,70.14285714285714,75.10714285714286
572,43,5.5,0.0,0.0,23,1,2017,2017-01-23,0,0,0,46.0,72.0,75.03571428571429
573,52,6.6,0.0,0.0,24,1,2017,2017-01-24,0,0,1,43.0,58.142857142857146,72.89285714285714
574,49,6.9,0.0,0.0,25,1,2017,2017-01-25,0,0,1,52.0,58.857142857142854,72.25
575,100,8.6,15.8,13.0,26,1,2017,2017-01-26,0,0,1,49.0,59.857142857142854,71.85714285714286
576,139,6.2,6.8,9.0,27,1,2017,2017-01-27,0,1,0,100.0,59.857142857142854,73.10714285714286
577,124,9.8,0.0,0.0,28,1,2017,2017-01-28,0,1,0,139.0,73.0,68.53571428571429
578,71,11.3,3.8,7.0,29,1,2017,2017-01-29,0,1,0,124.0,79.0,70.64285714285714
579,91,10.7,0.1,1.0,30,1,2017,2017-01-30,0,0,0,71.0,82.57142857142857,71.5
580,49,10.2,10.9,15.0,31,1,2017,2017-01-31,0,0,1,91.0,89.42857142857143,70.92857142857143
581,48,9.7,1.4,6.0,1,2,2017,2017-02-01,0,0,1,49.0,89.0,70.53571428571429
582,51,10.3,4.2,8.0,2,2,2017,2017-02-02,0,0,1,48.0,88.85714285714286,70.14285714285714
583,89,9.5,2.2,9.0,3,2,2017,2017-02-03,0,1,0,51.0,81.85714285714286,69.85714285714286
584,152,11.3,4.0,18.0,4,2,2017,2017-02-04,0,1,0,89.0,74.71428571428571,69.71428571428571
585,29,8.6,0.3,1.0,5,2,2017,2017-02-05,0,1,0,152.0,78.71428571428571,72.42857142857143
586,124,9.8,0.0,0.0,6,2,2017,2017-02-06,0,0,0,29.0,72.71428571428571,71.57142857142857
587,49,10.2,4.1,6.0,7,2,2017,2017-02-07,0,0,1,124.0,77.42857142857143,74.10714285714286
588,63,7.3,0.0,0.0,8,2,2017,2017-02-08,0,0,1,49.0,77.42857142857143,73.89285714285714
589,76,5.7,3.4,5.0,9,2,2017,2017-02-09,0,0,1,63.0,79.57142857142857,74.78571428571429
590,171,5.6,3.3,6.0,10,2,2017,2017-02-10,0,1,0,76.0,83.14285714285714,75.21428571428571
591,131,4.4,8.5,9.0,11,2,2017,2017-02-11,0,1,0,171.0,94.85714285714286,79.92857142857143
592,76,9.1,7.0,17.0,12,2,2017,2017-02-12,0,1,0,131.0,91.85714285714286,79.92857142857143
593,147,9.0,1.0,4.0,13,2,2017,2017-02-13,0,0,0,76.0,98.57142857142857,81.46428571428571
594,105,10.4,8.8,16.0,14,2,2017,2017-02-14,0,0,1,147.0,101.85714285714286,81.71428571428571
595,46,11.6,0.0,0.0,15,2,2017,2017-02-15,0,0,1,105.0,109.85714285714286,83.78571428571429
596,92,11.9,0.0,0.0,16,2,2017,2017-02-16,0,0,1,46.0,107.42857142857143,83.92857142857143
597,192,11.0,0.0,0.0,17,2,2017,2017-02-17,0,1,0,92.0,109.71428571428571,83.64285714285714
598,180,9.1,0.0,0.0,18,2,2017,2017-02-18,0,1,0,192.0,112.71428571428571,88.82142857142857
599,84,8.5,0.0,0.0,19,2,2017,2017-02-19,0,1,0,180.0,119.71428571428571,92.32142857142857
600,85,9.1,0.0,0.0,20,2,2017,2017-02-20,0,0,0,84.0,120.85714285714286,93.67857142857143
601,84,9.9,0.0,0.0,21,2,2017,2017-02-21,0,0,1,85.0,112.0,95.17857142857143
602,126,11.3,0.0,0.0,22,2,2017,2017-02-22,0,0,1,84.0,109.0,96.32142857142857
603,133,10.1,0.0,0.0,23,2,2017,2017-02-23,0,0,1,126.0,120.42857142857143,99.07142857142857
604,119,10.1,0.0,0.0,24,2,2017,2017-02-24,0,1,0,133.0,126.28571428571429,100.25
605,231,10.0,0.0,0.0,25,2,2017,2017-02-25,0,1,0,119.0,115.85714285714286,99.53571428571429
606,101,11.3,0.0,0.0,26,2,2017,2017-02-26,0,1,0,231.0,123.14285714285714,103.35714285714286
607,73,11.1,0.1,1.0,27,2,2017,2017-02-27,1,0,0,101.0,125.57142857142857,104.42857142857143
608,119,10.4,0.0,0.0,28,2,2017,2017-02-28,1,0,1,73.0,123.85714285714286,103.78571428571429
609,129,11.3,0.1,1.0,1,3,2017,2017-03-01,1,0,1,119.0,128.85714285714286,106.28571428571429
610,179,10.8,0.0,0.0,2,3,2017,2017-03-02,0,0,1,129.0,129.28571428571428,109.17857142857143
611,39,5.5,12.1,12.0,3,3,2017,2017-03-03,0,1,0,179.0,135.85714285714286,113.75
612,50,9.0,9.9,8.0,4,3,2017,2017-03-04,0,1,0,39.0,124.42857142857143,111.96428571428571
613,141,13.3,1.0,5.0,5,3,2017,2017-03-05,0,1,0,50.0,98.57142857142857,108.32142857142857
614,50,12.8,0.0,0.0,6,3,2017,2017-03-06,0,0,0,141.0,104.28571428571429,112.32142857142857
615,76,13.2,0.0,0.0,7,3,2017,2017-03-07,0,0,1,50.0,101.0,109.67857142857143
616,42,14.4,0.0,0.0,8,3,2017,2017-03-08,0,0,1,76.0,94.85714285714286,110.64285714285714
617,197,16.8,0.0,0.0,9,3,2017,2017-03-09,0,0,1,42.0,82.42857142857143,109.89285714285714
618,83,14.6,0.0,0.0,10,3,2017,2017-03-10,0,1,0,197.0,85.0,114.21428571428571
619,132,11.4,0.0,0.0,11,3,2017,2017-03-11,0,1,0,83.0,91.28571428571429,111.07142857142857
620,69,7.5,0.0,0.0,12,3,2017,2017-03-12,0,1,0,132.0,103.0,111.10714285714286
621,99,6.4,0.0,0.0,13,3,2017,2017-03-13,0,0,0,69.0,92.71428571428571,110.85714285714286
622,127,9.5,0.2,2.0,14,3,2017,2017-03-14,0,0,1,99.0,99.71428571428571,109.14285714285714
623,64,12.7,0.0,0.0,15,3,2017,2017-03-15,0,0,1,127.0,107.0,109.92857142857143
624,69,12.5,0.6,4.0,16,3,2017,2017-03-16,0,0,1,64.0,110.14285714285714,110.57142857142857
625,48,12.9,0.2,1.0,17,3,2017,2017-03-17,0,1,0,69.0,91.85714285714286,109.75
626,92,13.3,0.0,0.0,18,3,2017,2017-03-18,0,1,0,48.0,86.85714285714286,104.60714285714286
627,88,12.2,0.0,0.0,19,3,2017,2017-03-19,0,1,0,92.0,81.14285714285714,101.46428571428571
628,55,9.0,0.0,0.0,20,3,2017,2017-03-20,0,0,0,88.0,83.85714285714286,101.60714285714286
629,38,9.8,0.0,0.0,21,3,2017,2017-03-21,0,0,1,55.0,77.57142857142857,100.53571428571429
630,25,6.3,2.2,6.0,22,3,2017,2017-03-22,0,0,1,38.0,64.85714285714286,98.89285714285714
631,43,3.9,2.5,11.0,23,3,2017,2017-03-23,0,0,1,25.0,59.285714285714285,95.28571428571429
632,76,6.1,10.8,13.0,24,3,2017,2017-03-24,0,1,0,43.0,55.57142857142857,92.07142857142857
633,104,7.8,2.4,8.0,25,3,2017,2017-03-25,0,1,0,76.0,59.57142857142857,90.53571428571429
634,48,7.3,28.3,16.0,26,3,2017,2017-03-26,0,1,0,104.0,61.285714285714285,86.0
635,140,10.9,1.2,8.0,27,3,2017,2017-03-27,0,0,0,48.0,55.57142857142857,84.10714285714286
636,67,10.9,0.0,0.0,28,3,2017,2017-03-28,0,0,1,140.0,67.71428571428571,86.5
637,103,12.9,0.0,0.0,29,3,2017,2017-03-29,0,0,1,67.0,71.85714285714286,84.64285714285714
638,98,13.5,0.0,0.0,30,3,2017,2017-03-30,0,0,1,103.0,83.0,83.71428571428571
639,123,13.2,0.0,0.0,31,3,2017,2017-03-31,0,1,0,98.0,90.85714285714286,80.82142857142857
640,76,10.6,0.0,0.0,1,4,2017,2017-04-01,0,1,0,123.0,97.57142857142857,83.82142857142857
641,53,10.9,0.0,0.0,2,4,2017,2017-04-02,0,1,0,76.0,93.57142857142857,84.75
642,94,13.0,0.0,0.0,3,4,2017,2017-04-03,0,0,0,53.0,94.28571428571429,81.60714285714286
643,48,14.0,0.0,0.0,4,4,2017,2017-04-04,0,0,1,94.0,87.71428571428571,83.17857142857143
644,160,16.2,0.0,0.0,5,4,2017,2017-04-05,1,0,1,48.0,85.0,82.17857142857143
645,76,14.4,0.0,0.0,6,4,2017,2017-04-06,1,0,1,160.0,93.14285714285714,86.39285714285714
646,65,16.2,0.0,0.0,7,4,2017,2017-04-07,1,1,0,76.0,90.0,82.07142857142857
647,203,17.0,0.0,0.0,8,4,2017,2017-04-08,1,1,0,65.0,81.71428571428571,81.42857142857143
648,204,16.5,0.0,0.0,9,4,2017,2017-04-09,1,1,0,203.0,99.85714285714286,83.96428571428571
649,112,17.3,0.0,0.0,10,4,2017,2017-04-10,1,0,0,204.0,121.42857142857143,88.78571428571429
650,114,18.5,0.0,0.0,11,4,2017,2017-04-11,1,0,1,112.0,124.0,89.25
651,93,17.5,0.0,0.0,12,4,2017,2017-04-12,1,0,1,114.0,133.42857142857142,88.78571428571429
652,208,14.8,0.0,0.0,13,4,2017,2017-04-13,1,0,1,93.0,123.85714285714286,89.82142857142857
653,177,15.4,0.0,0.0,14,4,2017,2017-04-14,1,1,0,208.0,142.71428571428572,94.78571428571429
654,98,14.9,0.0,0.0,15,4,2017,2017-04-15,1,1,0,177.0,158.71428571428572,99.39285714285714
655,136,15.6,0.0,0.0,16,4,2017,2017-04-16,1,1,0,98.0,143.71428571428572,99.60714285714286
656,116,16.6,0.0,0.0,17,4,2017,2017-04-17,1,0,0,136.0,134.0,101.32142857142857
657,85,18.2,0.0,0.0,18,4,2017,2017-04-18,1,0,1,116.0,134.57142857142858,103.5
658,70,18.6,0.0,0.0,19,4,2017,2017-04-19,0,0,1,85.0,130.42857142857142,105.17857142857143
659,64,18.2,0.0,0.0,20,4,2017,2017-04-20,0,0,1,70.0,127.14285714285714,106.78571428571429
660,59,16.9,0.0,0.0,21,4,2017,2017-04-21,0,1,0,64.0,106.57142857142857,107.53571428571429
661,179,17.5,0.0,0.0,22,4,2017,2017-04-22,0,1,0,59.0,89.71428571428571,106.92857142857143
662,88,17.1,0.0,0.0,23,4,2017,2017-04-23,0,1,0,179.0,101.28571428571429,109.60714285714286
663,35,16.8,0.0,0.0,24,4,2017,2017-04-24,0,0,0,88.0,94.42857142857143,111.03571428571429
664,87,14.1,0.0,0.0,25,4,2017,2017-04-25,0,0,1,35.0,82.85714285714286,107.28571428571429
665,38,11.5,0.0,0.0,26,4,2017,2017-04-26,0,0,1,87.0,83.14285714285714,108.0
666,87,12.1,0.0,0.0,27,4,2017,2017-04-27,0,0,1,38.0,78.57142857142857,105.67857142857143
667,113,13.2,0.0,0.0,28,4,2017,2017-04-28,0,1,0,87.0,81.85714285714286,105.28571428571429
668,320,13.3,0.0,0.0,29,4,2017,2017-04-29,0,1,0,113.0,89.57142857142857,104.92857142857143
669,148,11.3,3.1,4.0,30,4,2017,2017-04-30,0,1,0,320.0,109.71428571428571,113.64285714285714
670,106,12.4,0.0,0.0,1,5,2017,2017-05-01,0,0,0,148.0,118.28571428571429,117.03571428571429
671,95,15.2,0.0,0.0,2,5,2017,2017-05-02,0,0,1,106.0,128.42857142857142,117.46428571428571
672,140,19.1,0.0,0.0,3,5,2017,2017-05-03,0,0,1,95.0,129.57142857142858,119.14285714285714
673,149,16.8,1.0,1.0,4,5,2017,2017-05-04,0,0,1,140.0,144.14285714285714,118.42857142857143
674,126,13.6,14.9,12.0,5,5,2017,2017-05-05,0,1,0,149.0,153.0,121.03571428571429
675,81,15.3,0.0,0.0,6,5,2017,2017-05-06,0,1,0,126.0,154.85714285714286,123.21428571428571
676,88,18.5,0.0,0.0,7,5,2017,2017-05-07,0,1,0,81.0,120.71428571428571,118.85714285714286
677,133,19.7,0.0,0.0,8,5,2017,2017-05-08,0,0,0,88.0,112.14285714285714,114.71428571428571
678,153,15.7,0.6,3.0,9,5,2017,2017-05-09,0,0,1,133.0,116.0,115.46428571428571
679,58,14.0,20.8,19.0,10,5,2017,2017-05-10,0,0,1,153.0,124.28571428571429,116.85714285714286
680,90,12.6,9.7,14.0,11,5,2017,2017-05-11,0,0,1,58.0,112.57142857142857,115.60714285714286
681,86,14.3,9.2,16.0,12,5,2017,2017-05-12,0,1,0,90.0,104.14285714285714,111.39285714285714
682,121,14.8,0.0,0.0,13,5,2017,2017-05-13,0,1,0,86.0,98.42857142857143,108.14285714285714
683,94,17.0,0.0,0.0,14,5,2017,2017-05-14,0,1,0,121.0,104.14285714285714,108.96428571428571
684,113,20.5,0.0,0.0,15,5,2017,2017-05-15,0,0,0,94.0,105.0,107.46428571428571
685,91,22.0,0.0,0.0,16,5,2017,2017-05-16,0,0,1,113.0,102.14285714285714,107.35714285714286
686,96,17.9,0.0,0.0,17,5,2017,2017-05-17,0,0,1,91.0,93.28571428571429,107.57142857142857
687,97,11.1,0.0,0.0,18,5,2017,2017-05-18,0,0,1,96.0,98.71428571428571,108.5
688,55,12.1,0.0,0.0,19,5,2017,2017-05-19,0,1,0,97.0,99.71428571428571,109.67857142857143
689,86,18.1,0.0,0.0,20,5,2017,2017-05-20,0,1,0,55.0,95.28571428571429,109.53571428571429
690,101,21.0,0.0,0.0,21,5,2017,2017-05-21,0,1,0,86.0,90.28571428571429,106.21428571428571
691,108,18.7,0.0,0.0,22,5,2017,2017-05-22,0,0,0,101.0,91.28571428571429,106.67857142857143
692,99,22.2,0.0,0.0,23,5,2017,2017-05-23,0,0,1,108.0,90.57142857142857,109.28571428571429
693,89,22.6,0.0,0.0,24,5,2017,2017-05-24,0,0,1,99.0,91.71428571428571,109.71428571428571
694,296,22.8,0.0,0.0,25,5,2017,2017-05-25,0,0,1,89.0,90.71428571428571,111.53571428571429
695,88,19.9,0.0,0.0,26,5,2017,2017-05-26,0,1,0,296.0,119.14285714285714,119.0
696,88,18.7,0.2,2.0,27,5,2017,2017-05-27,0,1,0,88.0,123.85714285714286,118.10714285714286
697,209,17.7,2.1,12.0,28,5,2017,2017-05-28,0,1,0,88.0,124.14285714285714,109.82142857142857
698,98,19.2,0.1,1.0,29,5,2017,2017-05-29,0,0,0,209.0,139.57142857142858,112.0
699,101,17.5,0.0,0.0,30,5,2017,2017-05-30,0,0,1,98.0,138.14285714285714,111.71428571428571
700,119,18.4,0.0,0.0,31,5,2017,2017-05-31,0,0,1,101.0,138.42857142857142,111.92857142857143
701,143,17.8,0.0,0.0,1,6,2017,2017-06-01,0,0,1,119.0,142.71428571428572,111.17857142857143
702,185,17.0,0.0,0.0,2,6,2017,2017-06-02,0,1,0,143.0,120.85714285714286,110.96428571428571
703,201,14.7,0.0,0.0,3,6,2017,2017-06-03,0,1,0,185.0,134.71428571428572,113.07142857142857
704,94,13.7,0.0,0.0,4,6,2017,2017-06-04,0,1,0,201.0,150.85714285714286,117.35714285714286
705,87,16.0,0.0,0.0,5,6,2017,2017-06-05,0,0,0,94.0,134.42857142857142,117.57142857142857
706,69,17.8,0.0,0.0,6,6,2017,2017-06-06,0,0,1,87.0,132.85714285714286,115.92857142857143
707,70,19.7,0.0,0.0,7,6,2017,2017-06-07,0,0,1,69.0,128.28571428571428,112.92857142857143
708,123,19.4,0.0,0.0,8,6,2017,2017-06-08,0,0,1,70.0,121.28571428571429,113.35714285714286
709,121,19.5,0.0,0.0,9,6,2017,2017-06-09,0,1,0,123.0,118.42857142857143,114.53571428571429
710,148,19.9,0.0,0.0,10,6,2017,2017-06-10,0,1,0,121.0,109.28571428571429,115.78571428571429
711,138,20.0,0.0,0.0,11,6,2017,2017-06-11,0,1,0,148.0,101.71428571428571,116.75
712,91,21.9,0.0,0.0,12,6,2017,2017-06-12,0,0,0,138.0,108.0,118.32142857142857
713,91,23.8,0.0,0.0,13,6,2017,2017-06-13,0,0,1,91.0,108.57142857142857,117.53571428571429
714,94,22.7,0.0,0.0,14,6,2017,2017-06-14,0,0,1,91.0,111.71428571428571,117.53571428571429
715,150,20.5,0.0,0.0,15,6,2017,2017-06-15,0,0,1,94.0,115.14285714285714,117.46428571428571
716,122,24.1,0.0,0.0,16,6,2017,2017-06-16,0,1,0,150.0,119.0,119.35714285714286
717,122,29.4,0.0,0.0,17,6,2017,2017-06-17,0,1,0,122.0,119.14285714285714,121.75
718,110,29.8,0.0,0.0,18,6,2017,2017-06-18,0,1,0,122.0,115.42857142857143,123.03571428571429
719,109,28.2,0.0,0.0,19,6,2017,2017-06-19,0,0,0,110.0,111.42857142857143,123.35714285714286
720,85,26.7,0.0,0.0,20,6,2017,2017-06-20,0,0,1,109.0,114.0,123.39285714285714
721,81,23.5,0.0,0.0,21,6,2017,2017-06-21,0,0,1,85.0,113.14285714285714,122.89285714285714
722,121,20.9,0.0,0.0,22,6,2017,2017-06-22,0,0,1,81.0,111.28571428571429,122.60714285714286
723,92,21.0,0.0,0.0,23,6,2017,2017-06-23,1,1,0,121.0,107.14285714285714,116.35714285714286
724,172,19.7,0.1,1.0,24,6,2017,2017-06-24,1,1,0,92.0,102.85714285714286,116.5
725,138,19.9,0.0,0.0,25,6,2017,2017-06-25,1,1,0,172.0,110.0,119.5
726,161,19.7,0.0,0.0,26,6,2017,2017-06-26,1,0,0,138.0,114.0,116.96428571428571
727,63,19.8,0.1,1.0,27,6,2017,2017-06-27,1,0,1,161.0,121.42857142857143,119.21428571428571
728,71,18.4,0.6,3.0,28,6,2017,2017-06-28,1,0,1,63.0,118.28571428571429,117.85714285714286
729,89,15.1,0.0,0.0,29,6,2017,2017-06-29,1,0,1,71.0,116.85714285714286,116.14285714285714
730,149,14.6,0.0,0.0,30,6,2017,2017-06-30,1,1,0,89.0,112.28571428571429,114.21428571428571
731,208,15.2,0.0,0.0,1,7,2017,2017-07-01,1,1,0,149.0,120.42857142857143,112.92857142857143
732,137,21.9,0.0,0.0,2,7,2017,2017-07-02,1,1,0,208.0,125.57142857142857,113.17857142857143
733,163,24.6,0.0,0.0,3,7,2017,2017-07-03,1,0,0,137.0,125.42857142857143,114.71428571428571
734,119,23.2,0.0,0.0,4,7,2017,2017-07-04,1,0,1,163.0,125.71428571428571,117.42857142857143
735,81,20.7,0.0,0.0,5,7,2017,2017-07-05,1,0,1,119.0,133.71428571428572,119.21428571428571
736,107,18.8,3.6,2.0,6,7,2017,2017-07-06,1,0,1,81.0,135.14285714285714,119.60714285714286
737,94,19.5,0.0,0.0,7,7,2017,2017-07-07,1,1,0,107.0,137.71428571428572,119.03571428571429
738,130,19.5,0.0,0.0,8,7,2017,2017-07-08,1,1,0,94.0,129.85714285714286,118.07142857142857
739,156,19.7,0.0,0.0,9,7,2017,2017-07-09,1,1,0,130.0,118.71428571428571,117.42857142857143
740,149,18.8,0.0,0.0,10,7,2017,2017-07-10,1,0,0,156.0,121.42857142857143,118.07142857142857
741,147,18.8,0.0,0.0,11,7,2017,2017-07-11,1,0,1,149.0,119.42857142857143,120.14285714285714
742,118,23.2,0.0,0.0,12,7,2017,2017-07-12,1,0,1,147.0,123.42857142857143,122.14285714285714
743,112,24.0,0.0,0.0,13,7,2017,2017-07-13,1,0,1,118.0,128.71428571428572,123.0
744,132,21.7,0.0,0.0,14,7,2017,2017-07-14,1,1,0,112.0,129.42857142857142,121.64285714285714
745,171,22.0,0.0,0.0,15,7,2017,2017-07-15,1,1,0,132.0,134.85714285714286,122.0
746,129,22.2,0.0,0.0,16,7,2017,2017-07-16,1,1,0,171.0,140.71428571428572,123.75
747,170,21.9,0.0,0.0,17,7,2017,2017-07-17,1,0,0,129.0,136.85714285714286,124.42857142857143
